Address,Status,Transcript
"S Gramercy Pl, # 202, Los Angeles, CA 90004",Inconclusive,"""Hi Lisza, this is Oscar. We just spoke on the phone about the studio for rent for 1,850 at 114 S Gramercy Pl."" V
""You had said you might also be able to do a showing tomorrow morning around 9 right? I think that might work better with my schedule."" V
""Hi Oscar, no, you were not likely texting the wrong number but you were texting my office number which is a teams number and we can't text on that number. How can I help you?"" L
""So is that apartment still available for viewing?"" V
""Yes, when would you like to see it?"" L
""Maybe sometime on Saturday if you're able to do showings on the weekend? Before we confirm a specific time though, I wanted to ask if I would be able to use a Section 8 voucher here?"" V
""Please contact me on Saturday morning then. I'd be happy to schedule an appointment for that day."" L
""You can use Section 8 however, you still have to qualify to rent with us."" L
""What would I need in order to qualify? Would I have to make a certain income?"" V
""All of the info is in the listing. We check everything so it depends on your overall screening."" L
""The listing just says I need to be income qualified."" V
""Do you know how that would work since I have a voucher?"" V
""We look at everything as I said. You need good credit with no collections for example. Until we do the screening I can't answer that."" L"
"N Normandie Ave, APT 1, Los Angeles, CA 90004",Pending,"""Hi I missed a call from this number?"" V
""Oh is this Alex from the 1 bedroom at 132 N Normandie Ave?"" L
""Yes"" V
""Sorry driving"" V
""No problem, thanks for getting back to me. Whenever you have a chance I was hoping we could schedule a time to do a viewing"" V
""Let me know when you can go there. Also unit does not come with parking"" L
""Got it. Parking shouldn't be an issue, but before we schedule a time I wanted to check if I would be able to use a Section 8 voucher here?"" V
""Hi Alex, just following up about my previous question?"" V
""No Section 8 vouchers. Thank you"" L"
"W 36th St #, Los Angeles, CA 90018",Pending,"""Hi is this Morgan? My name is Sam we just spoke on the phone about your listing at 1431 W 36th, apartment 1431 that's ready in August"" V
""Yes, 1433 1/2 available start 7/15 but can be after"" L
""Ok great. Could I view the apartment tomorrow at 12pm?"" V
""Tomorrow I can do 12:30pm. I'm coming from the other side of town. Does this work for you?"" L
""Yes that works"" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""We're not in network"" L
""Oh, so I can't use a Section 8 voucher here?"" V
""We don't have a contract with them"" L"
"W 36th Pl, # 3, Los Angeles, CA 90018",Pending,"""Hi is this Taylor? My name is Sam, we just spoke on the phone about your listing at W 36th Pl #3."" V
""Am I able to view the apartment tomorrow at 12pm?"" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Sure."" L
""Yes, you can use your Section 8 voucher here."" L"
"3rd Ave, # , Los Angeles, CA 90018",TBD,"""Hi is this Jordan? I just spoke to about his listing at 3rd Ave #"" V
""Of course"" L
""We have showings tomorrow at 6 pm"" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Let me ask and let you know"" L
""Hi Jordan please get back to me about using a Section 8 voucher"" V
""I only have one unit left"" L
""They put down their deposit hold"" L
""So I am unable to apply?"" V
""Hi is this Jordan? My name is Oscar and I was told you were the person to contact about scheduling a viewing for the 2 bedroom apartment for rent at 3rd Ave?"" V
""Hi yes"" L
""Would I be able to schedule a time to view the place? Maybe this weekend?"" V
""Yes we can do tomorrow at 12"" L
""Also we have lowered the price to 1995"" L"
"S Central Ave, APT 106, Los Angeles, CA 90001",Inconclusive,"""Great. Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Yes. Actually it's #201"" L
""Ah ok! Am I able to view the apartment tomorrow or Thursday?"" V
""Yes. Call me when you are there."" L
""I'm sorry. We're not accepting vouchers at this time."" V
""Hello, the apartment is off market. Thanks."" L"
"N Van Ness Ave, # 435-1/4, Los Angeles, CA 90004",Pending,"""Hi Eddie, this is Oscar. We just spoke over the phone about the 1 bedroom for 2,495 at N Van Ness Ave."" V
""Is 9 the only time you'd be able to show the place tomorrow?"" V
""Or around 4pm"" V
""Yes, I think 4 would probably work better for us. Before we actually confirm though, I wanted to check to see if we would be able to use a Section 8 voucher here?"" V
""NO"" L"
"S Fresno St, # 311, Los Angeles, CA 90063",Pending,"""Hi Jamie just sending a follow up text to schedule a viewing"" V
""Hi, I'm not a broker but we are helping the owner rent the unit"" L
""Ok! Am I able to view the apartment this Thursday?"" V
""Good morning, unfortunately won't be taking sec 8."" L
""Hi Jamie please let me know is the owner is taking section 8"" V
""Hi, she hasn't gotten back to me but let me call her again"" L
""No prob. If you want to reschedule let me know."" L
""Thanks please get back to me"" V
""Hi please get back to me when you have information about section 8"" V
""The unit has just been rented out this morning."" L"
"E 5th St, Los Angeles, CA 90063",Pending,"""Ok! Am I able to view the apartment..."" V
""sorry, we don't process sec. 8 voucher yet."" L
""Hi is this Avery? My name is Sam we just spoke on the phone about your listing at 3635 E 5th St."" V
""I'm sorry. We're not accepting vouchers at this time."" L
""Am I able to view the apartment tomorrow?"" V
""Hi Sam, we only schedule appointments for qualified applicants."" L
""The requirements are 3 months pay stubs..."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""sorry, we don't process sec. 8 voucher yet."" L
""Hi is this Avery, the landlord's name?"" V
""Hi just following up about Section 8..."" V"
"Wall St, # B, Los Angeles, CA 90003",Inconclusive,
"S Broadway, APT 7, Los Angeles, CA 90003",Pending,
"W 89th St, Unit 1/2, Los Angeles, CA, 90003",Inconclusive,
"Keenan Ave, Apt B, Los Angeles, CA, 90022",Inconclusive,
"W 105th Street, Unit 2, Los Angeles, CA, 90044",Inconclusive,
"Inglewood Blvd, APT 10, Los Angeles, CA 90066",Pending,"""I'm sorry. We're not accepting vouchers at this time."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Hello, the apartment is off market. Thanks."" L
""Am I able to view the apartment tomorrow afternoon?"" V
""Hi Morgan, we only schedule appointments..."" L
""I will have to cancel the viewing."" V
""Ok! Am I able to view the apartment..."" V
""I'll be there tomorrow 4-5pm."" V
""The requirements are 3 months pay stub..."" L
""Great!"" V
""Hi Morgan! I wanted to follow up and see..."" V
""Hi is this Morgan, the landlord's..."" V
""Hi just following up about Section 8..."" V"
"Caswell Ave, APT 9, Los Angeles, CA 90066",No Claim,"""Hi is this Max the property owner for Caswell Ave apt 9? My name is Sam we just spoke on the phone."" V
""I can show the apt today at 5:30 or tomorrow at 5:30."" L
""Great tomorrow at 5:30 should work."" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""You will need to fill out the application."" L
""Ok. Are there any income requirements to use the voucher?"" V
""I mean Sam. Sorry."" L
""For clarity I'm the leasing agent for the management company."" L"
"Avon Way, APT 301, Los Angeles, CA 90066",Inconclusive,
"Robinson Street, # 104A, Los Angeles, CA 90026",No Claim,
"W 21st St, Los Angeles, CA 90016",Inconclusive,"""Hi Ed, does the 3 bed at W 21st St, for $3300 come with utilities in the rent?"" V
""Tenants pay all utilities."" L
""is there laundry included?"" V
""In unit laundry."" L
""when are you showing? is it a set date or appt only?"" V
""i'm out rn can't talk otp"" V"
"E 28th St, Los Angeles, CA 90011",Inconclusive,"""Hi Ko? Does the 3 bed at E 28th St for $3500 come with utilities included in the rent?"" V
NO_TRANSCRIPT"
"8th Ave, # 1/2, Los Angeles, CA 90008",Inconclusive,"""Hi Lori, does the 3 bed at 8th Ave, # 1/2 for $3450 come with utilities in the rent?"" V
""No. We pay for water only. You pay electricity, gas and internet."" L
""is there laundry included as well?"" V
""Yes. The unit has a washer dryer, dishwasher, gas range and fridge."" L
""When would you be able to show?"" V
""NO_TRANSCRIPT"" L"
"S Wooster St, Los Angeles, CA 90035",Pending,"""Hi Cameron, does the 3 bed at 834 S Wooster St for $3750 come with utilities in the rent?"" V
""Hi. It only includes cold water. Gas, utilities, and Internet belong to the tenant."" L
""ok is there laundry as well?"" V
""Yes. It does have laundry and it does come with washer and dryer as well."" L
""When would you be able to show?"" V
""My partner will be there today from 12 to 1 as well as tomorrow from 12 to 1. Would you be able to make it?"" L
""I can make tomorrow. I also have a section 8 voucher is that accepted here?"" V
""I doubt if my owner will consider it as we have a LOT of interest."" L
""I would not think so. Sorry."" L
""oh ok so then it wouldn't work here?"" V"
"Park Ave, Unit 5 Los Angeles, CA 90026",No Claim,
"Coronado Terrace, Unit 1, Los Angeles, CA, 90026",Inconclusive,
"Alcott St, Los Angeles, CA 90035",Inconclusive,"""Hi Sam, does the 1 bed at Alcott St for $1950 come with utilities included in the rent?"" V
""NO_TRANSCRIPT"" L"
"Alcott St, Los Angeles, CA 90035",Inconclusive,"""Hi Brian does the studio at Alcott St, for $1790 come with utilities included in the rent?"" V
""Yes, the rent includes all utilities."" L"
"Merton Ave, # 100, Los Angeles, CA 90041",Inconclusive,"""Hi Deborah, does the studio at Merton Ave, #100 for $1995 come with utilities included in the rent?"" V
""Yes, the rent includes all utilities."" L"
